_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one,choose_one:confidence,choose_one_gold,predicted,text_no_rt,tweet
204690816,false,finalized,4,10/5/2012 14:27:12,Informative (Direct or Indirect),0.7766,,Informative (Indirect),Tornado reported in Denton County Texas near I-35 W and FM 407.,RT @TWCBreaking: Tornado reported in Denton County Texas near I-35 W and FM 407.
204690817,true,golden,5,10/6/2012 00:50:43,Informative (Direct or Indirect),1.0,Informative (Direct),Informative (Indirect),Tornado watch issued for the #Joplin area until 3AM local time. #mowx,RT @alastormspotter: Tornado watch issued for the #Joplin area until 3AM local time. #mowx
204690818,true,golden,2,10/5/2012 01:06:23,Other,0.5029,Other,Informative (Indirect),@fairhope71 - Fanks! Dat tornado is 1 Dat pops down & den going back up again.,@fairhope71 - Fanks! Dat tornado is 1 Dat pops down & den going back up again.
204690819,false,finalized,3,10/6/2012 00:49:11,Informative (Direct or Indirect),0.6637,,Informative (Indirect),Piedmont #Oklahoma with just devastating damage near Arrowhead RD and Richmond RD. Tornado path approx 35 miles 1/2 mile wide.,Piedmont #Oklahoma with just devastating damage near Arrowhead RD and Richmond RD. Tornado path approx 35 miles 1/2 mile wide.
204690820,false,finalized,4,10/5/2012 13:31:11,Informative (Direct or Indirect),1.0,,Informative (Indirect),Tornado threat spreading into North Texas. Cooke Wise and Parker Counties under Tornado Warnings currently,RT @KBTXShel: Tornado threat spreading into North Texas. Cooke Wise and Parker Counties under Tornado Warnings currently
204690821,false,finalized,3,10/5/2012 05:08:48,Other,0.3753,,Informative (Indirect),-- Red Cross says cash now primary need in Joplin: http://t.co/sd4cmL1 @semissourian #Joplin #tornado #disa ...,RT @TrekJen: RT @MOWatchdog: -- Red Cross says cash now primary need in Joplin: http://t.co/sd4cmL1 @semissourian #Joplin #tornado #disa ...
204690822,false,finalized,3,10/6/2012 03:28:37,Personal only,0.7141,,Informative (Indirect),Uploading video of Canton OK tornado shot from aprox 200yards away contact @kdrmedia if intrested,Uploading video of Canton OK tornado shot from aprox 200yards away contact @kdrmedia if intrested
204690823,false,finalized,3,10/3/2012 18:11:22,Personal only,1.0,,Informative (Indirect),@calebturmanATOR when isn't there a tornado warning... especially where I'm at.,@calebturmanATOR when isn't there a tornado warning... especially where I'm at.
204690824,false,finalized,3,10/5/2012 00:51:20,Personal only,1.0,,Informative (Indirect),My heart goes out to the people of #Joplin Missouri. Be strong you guys can make it through. #GodSpeed,RT @JessPurba: My heart goes out to the people of #Joplin Missouri. Be strong you guys can make it through. #GodSpeed
204690825,false,finalized,3,10/6/2012 00:47:10,Informative (Direct or Indirect),0.6542,,Informative (Indirect),#OUN continues Tornado Watch for  Atoka Bryan Canadian Carter Cleveland Coal Garfield Garvin Grady Grant Hu ht ...,RT @iembot_oun: #OUN continues Tornado Watch for  Atoka Bryan Canadian Carter Cleveland Coal Garfield Garvin Grady Grant Hu ht ...
204690826,false,finalized,3,10/3/2012 13:29:32,Informative (Direct or Indirect),0.6828,,Informative (Indirect),#OUN continues Tornado Watch for  Atoka Bryan Canadian Carter Cleveland Coal Garfield Garvin Grady Grant Hu ht ...,RT @iembot_oun: #OUN continues Tornado Watch for  Atoka Bryan Canadian Carter Cleveland Coal Garfield Garvin Grady Grant Hu ht ...
204690827,false,finalized,3,10/5/2012 15:35:42,Other,0.341,,Informative (Indirect),#joplin numerous TVS southwest of town 70 miles,#joplin numerous TVS southwest of town 70 miles
204690828,false,finalized,5,10/3/2012 21:03:52,Personal only,0.5637,,Informative (Indirect),Love love love storms! We had a tornado warning last night though that was a bit much @Literarygrrrl @glennrogers42  @lympha13  #pubwrite,Love love love storms! We had a tornado warning last night though that was a bit much @Literarygrrrl @glennrogers42  @lympha13  #pubwrite
204690829,false,finalized,3,10/4/2012 03:58:45,Personal only,1.0,,Informative (Indirect),Oklahoma Alabama Missouri tea party people.  Call Dick Armey about a free market solution to tornado damage.  We'll wait. ...,RT @bluegal: Oklahoma Alabama Missouri tea party people.  Call Dick Armey about a free market solution to tornado damage.  We'll wait. ...
204690830,false,finalized,4,10/5/2012 00:18:26,Informative (Indirect),1.0,,Informative (Indirect),Was watching @KFOR's tornado coverage earlier. Their chopper pilot went off the air to land and help people on the ground out. Amazing.,Was watching @KFOR's tornado coverage earlier. Their chopper pilot went off the air to land and help people on the ground out. Amazing.
204690832,true,golden,6,10/6/2012 03:25:57,Personal only,1.0,Personal only,Informative (Indirect),The tornado is coming and I think I might die a virgin. #FML,RT @ItsTaylorAr: The tornado is coming and I think I might die a virgin. #FML
204690833,false,finalized,4,10/4/2012 08:21:08,Personal only,0.7652,,Informative (Indirect),Yup I havethis Grill turned on as this tornado heads right for is.  http://lockerz.com/s/104527524,Yup I havethis Grill turned on as this tornado heads right for is.  http://lockerz.com/s/104527524
204690834,false,finalized,5,10/5/2012 05:11:36,Informative (Indirect),1.0,,Informative (Indirect),Weather service issues #tornado watch for western Missouri extreme eastern Kansas http://on.cnn.com/k1ZN2b,RT @cnnbrk: Weather service issues #tornado watch for western Missouri extreme eastern Kansas http://on.cnn.com/k1ZN2b
204690835,true,golden,85,10/6/2012 03:08:34,Informative (Direct or Indirect),0.6406,Informative (Direct or Indirect),Informative (Indirect),Damaging wind threat coming into Tulsa OK #tornado #okwx,RT @JimCantore: Damaging wind threat coming into Tulsa OK #tornado #okwx
204690836,true,golden,87,10/6/2012 03:10:00,Informative (Indirect),0.7474,Informative (Indirect),Informative (Indirect),#Denton County Texas.  Live stream of #Skywarn ops for #Tornado Warning http://bit.ly/kTSVg3 @Ants_SNEweather @Boston_FF_L29 @JimCantore,#Denton County Texas.  Live stream of #Skywarn ops for #Tornado Warning http://bit.ly/kTSVg3 @Ants_SNEweather @Boston_FF_L29 @JimCantore
204690837,true,golden,114,10/6/2012 03:20:26,Informative (Indirect),0.8344,Informative (Indirect),Informative (Indirect),Tornado Kills two in Suburban Oklahoma City: An emergency official says a tornado has killed 2 people in suburba... http://bit.ly/iiyjZK,Tornado Kills two in Suburban Oklahoma City: An emergency official says a tornado has killed 2 people in suburba... http://bit.ly/iiyjZK
204690838,true,golden,124,10/6/2012 02:44:19,Personal only,0.8897,Personal only,Informative (Indirect),House is fine a bit messy inside but that has nothing to do with the tornados.  #okwx,House is fine a bit messy inside but that has nothing to do with the tornados.  #okwx
204690839,true,golden,128,10/6/2012 03:25:33,Personal only,0.476,Personal only,Informative (Indirect),Praying for the Missouri tornado victims :( &lt;3 god bless,Praying for the Missouri tornado victims :( &lt;3 god bless
204690840,true,golden,64,10/6/2012 03:04:31,Personal only,0.5768,Personal only,Informative (Indirect),Poor #Joplin. Those poor people. :(,Poor #Joplin. Those poor people. :(
204690842,true,golden,41,10/6/2012 03:02:15,Informative (Direct),0.4966,Informative (Direct),Informative (Indirect),0_0 whr? hpe u ok RT @Darkskin: Just took cover...damn Tornado landed about 15 minutes ago. Sirens and alarms are going off like crazy.,0_0 whr? hpe u ok RT @Darkskin: Just took cover...damn Tornado landed about 15 minutes ago. Sirens and alarms are going off like crazy.
204690843,true,golden,45,10/6/2012 03:25:33,Informative (Direct or Indirect),0.6118,"Informative (Direct)
Informative (Direct or Indirect)",Informative (Indirect),Wooden cross only thing left standing after tornado at St. Mary's church in Joplin MO. #endofdays #comingsoon,RT @JamesMRaps: Wooden cross only thing left standing after tornado at St. Mary's church in Joplin MO. #endofdays #comingsoon
204690844,true,golden,32,10/6/2012 03:13:15,Informative (Direct or Indirect),0.654,Informative (Direct or Indirect),Informative (Indirect),Tornado on the ground near Dallas but no break-in coverage?,Tornado on the ground near Dallas but no break-in coverage?
204690845,true,golden,57,10/6/2012 02:44:19,Informative (Direct or Indirect),0.5748,"Informative (Indirect)
Informative (Direct or Indirect)",Informative (Indirect),Reported Tornado on the ground North of Bartlesville. Take shelter.,Reported Tornado on the ground North of Bartlesville. Take shelter.
204690846,true,golden,26,10/5/2012 14:40:29,Informative (Direct or Indirect),0.7955,"Informative (Indirect)
Informative (Direct or Indirect)",Informative (Indirect),Tornado watch issued for Kansas city area and #joplin #kcstorms #ksstorms,RT @amandapalumbo: Tornado watch issued for Kansas city area and #joplin #kcstorms #ksstorms
204690847,true,golden,63,10/6/2012 03:19:30,Informative (Direct or Indirect),0.3902,"Informative (Direct)
Informative (Direct or Indirect)",Informative (Indirect),Seeing tornado warning now in Wise County TX  #weather #tornadoes #txlege,Seeing tornado warning now in Wise County TX  #weather #tornadoes #txlege
204690848,true,golden,139,10/6/2012 03:25:33,Informative (Direct),0.5804,Informative (Direct),Informative (Indirect),@JimCantore 15 minutes ago raining debris north of Shawnee OK north I-40. #tornado,RT @MikeTheiss @JimCantore 15 minutes ago raining debris north of Shawnee OK north I-40. #tornado
204690849,true,golden,37,10/6/2012 03:00:59,Informative (Direct or Indirect),0.5642,Informative (Direct or Indirect),Informative (Indirect),Multiple #tornado reports in Tarrant County. Heading at D/FW airport. #txwx #severe,RT @txstormchasers: Multiple #tornado reports in Tarrant County. Heading at D/FW airport. #txwx #severe
204690850,true,golden,102,10/6/2012 03:07:42,Informative (Indirect),0.5652,Informative (Indirect),Informative (Indirect),Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/laelgs,RT @TWCBreaking: Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/laelgs
204690851,false,finalized,3,10/6/2012 01:51:01,Informative (Indirect),0.7081,,Informative (Indirect),Tornado in Oklahoma on the ground for 50 miles. Unheard of. #prayersneeded,RT @AllisonCroghan: Tornado in Oklahoma on the ground for 50 miles. Unheard of. #prayersneeded
204690852,true,golden,132,10/6/2012 03:37:35,Informative (Direct or Indirect),0.6563,Informative (Direct or Indirect),Informative (Indirect),Joplin tornado now rated EF 5 w/over 200mph. A similar monster twister now moving thru central OK!!,RT @robmarcianoCNN: Joplin tornado now rated EF 5 w/over 200mph. A similar monster twister now moving thru central OK!!
204690853,true,golden,128,10/6/2012 03:25:33,Informative (Direct or Indirect),0.703,Informative (Direct or Indirect),Informative (Indirect),Possible #tornado on the ground SW of Agnes #Texas. SEEK SHELTER IN SPRINGTOWN TEXAS! #TXWX Follow 4 updates.,Possible #tornado on the ground SW of Agnes #Texas. SEEK SHELTER IN SPRINGTOWN TEXAS! #TXWX Follow 4 updates.
204690854,true,golden,39,10/6/2012 03:16:19,Informative (Indirect),0.4167,Informative (Direct),Informative (Indirect),Washington OK Tornado 5/24 http://instagr.am/p/Eri_L/,Washington OK Tornado 5/24 http://instagr.am/p/Eri_L/
204690855,true,golden,56,10/6/2012 03:11:03,Informative (Direct or Indirect),0.4437,Informative (Direct or Indirect),Informative (Indirect),Apply padding then pressure with fist into groin for severe leg bleeds #1stAid4 #okwx #Joplin,RT @HighPeak1stAid: Apply padding then pressure with fist into groin for severe leg bleeds #1stAid4 #okwx #Joplin
204690856,true,golden,68,10/6/2012 03:03:23,Informative (Direct or Indirect),0.6379,Informative (Direct or Indirect),Informative (Indirect),A storm with circulation remains near Seminole to the Northeast toward Prague Boley and Stroud. Be prepared to take tornado ...,RT @NEWS9: A storm with circulation remains near Seminole to the Northeast toward Prague Boley and Stroud. Be prepared to take tornado ...
204690857,true,golden,40,10/6/2012 03:14:14,Informative (Direct or Indirect),0.3946,Informative (Direct or Indirect),Informative (Indirect),CRAP RT @Lawsonbulk: Tornado watch just issued for Joplin Mo,CRAP RT @Lawsonbulk: Tornado watch just issued for Joplin Mo
204690858,true,golden,133,10/6/2012 03:31:36,Informative (Indirect),0.6742,Informative (Indirect),Informative (Indirect),Even more -- RT @NBCDFWWeather: Tornado Warning for Cooke Cty.  - Possible tornado 8 miles west of Valley View.  Rshade,RT @NBCDFW: Even more -- RT @NBCDFWWeather: Tornado Warning for Cooke Cty.  - Possible tornado 8 miles west of Valley View.  Rshade
204690859,true,golden,95,10/6/2012 03:06:24,Informative (Indirect),0.7353,Informative (Direct or Indirect),Informative (Indirect),Here is a link where you can see what your area is doing to help those affected by the Joplin tornado http://on.fb.me/lsGDh0. #prayforjoplin,Here is a link where you can see what your area is doing to help those affected by the Joplin tornado http://on.fb.me/lsGDh0. #prayforjoplin
204690860,true,golden,47,10/6/2012 03:18:02,Personal only,0.8683,Personal only,Informative (Indirect),Glad I could help @TrekJen #Joplin,Glad I could help @TrekJen #Joplin
204690861,true,golden,57,10/6/2012 03:15:15,Informative (Direct or Indirect),0.5503,Informative (Direct or Indirect),Informative (Indirect),TORNADO WARNING - DENTON COUNTY  8:15P,TORNADO WARNING - DENTON COUNTY  8:15P
204690862,false,finalized,3,10/5/2012 13:48:36,Informative (Direct),0.3436,,Informative (Indirect),Actor @paulwalker47 's charity #ROWW needs #Donations so that they can deploy a team to #Joplin. Please visit www.ROWW.org ..#HelpJoplin RT,Actor @paulwalker47 's charity #ROWW needs #Donations so that they can deploy a team to #Joplin. Please visit www.ROWW.org ..#HelpJoplin RT
204690863,false,finalized,4,10/6/2012 03:35:30,Informative (Direct or Indirect),1.0,,Informative (Indirect),#tornado warring for Northern Parker county #texas,#tornado warring for Northern Parker county #texas
204690864,false,finalized,4,10/5/2012 07:43:43,Informative (Indirect),0.5224,,Informative (Indirect),State EOC remains activated due to severe weather - Situation Update #2  http://1.usa.gov/jdXnJ1 #okwx,RT @okem: State EOC remains activated due to severe weather - Situation Update #2  http://1.usa.gov/jdXnJ1 #okwx
204690865,true,golden,3,10/5/2012 09:45:52,Personal only,1.0,Other,Informative (Indirect),Is everyone forgetting that Missouri is right next to Kansas? It's fricking tornado alley. THIS IS NOT UNEXPECTED.,Is everyone forgetting that Missouri is right next to Kansas? It's fricking tornado alley. THIS IS NOT UNEXPECTED.
