,category,description,ends,event,headline,messageType,place,senderName,sent,severity,urgency
164,Met,"Connecticut River At Montague affecting Franklin and Hampshire
Counties
Connecticut River At Northampton affecting Hampden and Hampshire
Counties
Connecticut River At Thompsonville affecting Hartford and Hampden
Counties
Connecticut River At Middle Haddam affecting Middlesex County

...The Flood Warning continues for the following rivers in
Connecticut...
Connecticut River At Hartford affecting Hartford and Middlesex
Counties

The combination of recent heavy rainfall and snow melt across the
upper reaches of the Connecticut River basin have caused river gauge
readings along the lower Connecticut River to reach and exceed flood
stage levels.
The Flood Warning continues for
The Connecticut River At Middle Haddam.
* from this afternoon until further notice...or until the warning is
cancelled.
* At 12:55 PM Tuesday the stage was 7.1 feet.
* Flood stage is 7.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue rising to near 9.1 feet by early
Thursday morning.
* Impact...At 9.5 feet...Flooding closes most of Meadow Road, Route
17A, in the Gildersleeve section of Portland. Flooding impacts the
Middletown Marina and Meadow Farms. In Cromwell, portions of River
Road will be closed. In Rocky Hill, parts of Meadow Road will be
impassable for a time. Flooding continues along the river southward
through Essex.",,Flood Warning,Flood Warning issued April 16 at 1:39PM EDT by NWS Boston/Norton MA,Update,"Middlesex, CT",NWS Boston/Norton MA,2019-04-16 17:39:00,Severe,Immediate
165,Met,"Connecticut River At Montague affecting Franklin and Hampshire
Counties
Connecticut River At Northampton affecting Hampden and Hampshire
Counties
Connecticut River At Thompsonville affecting Hartford and Hampden
Counties
Connecticut River At Middle Haddam affecting Middlesex County

...The Flood Warning continues for the following rivers in
Connecticut...
Connecticut River At Hartford affecting Hartford and Middlesex
Counties

The combination of recent heavy rainfall and snow melt across the
upper reaches of the Connecticut River basin have caused river gauge
readings along the lower Connecticut River to reach and exceed flood
stage levels.
The Flood Warning continues for
The Connecticut River At Hartford.
* until further notice...or until the warning is cancelled.
* At  1:16 PM Tuesday the stage was 17.3 feet.
* Flood stage is 16.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue rising to near 19.9 feet by
tomorrow late morning then begin falling.
* Impact...At 20.0 feet...Flooding is expected along the river in
portions of Wethersfield, Glastonbury, Rocky Hill and Cromwell. The
high waters and swift flows will disrupt some cross river ferry
services. Upstream of Hartford, flooding will continue to affect
portions of Windsor. Immediate river roads may become impassable in
all of these communities. Further downstream flooding will continue
to overspread sections of Portland, Middletown as well as Chester.",,Flood Warning,Flood Warning issued April 16 at 1:39PM EDT by NWS Boston/Norton MA,Update,"Middlesex, CT; Hartford, CT",NWS Boston/Norton MA,2019-04-16 17:39:00,Severe,Immediate
166,Met,"Connecticut River At Montague affecting Franklin and Hampshire
Counties
Connecticut River At Northampton affecting Hampden and Hampshire
Counties
Connecticut River At Thompsonville affecting Hartford and Hampden
Counties
Connecticut River At Middle Haddam affecting Middlesex County

...The Flood Warning continues for the following rivers in
Connecticut...
Connecticut River At Hartford affecting Hartford and Middlesex
Counties

The combination of recent heavy rainfall and snow melt across the
upper reaches of the Connecticut River basin have caused river gauge
readings along the lower Connecticut River to reach and exceed flood
stage levels.
The Flood Warning continues for
The Connecticut River At Thompsonville.
* until late Wednesday night...or until the warning is cancelled.
* At 12:45 PM Tuesday the stage was 15.0 feet.
* Flood stage is 15.0 feet.
* Minor flooding is forecast.
* Forecast...The river will rise above flood stage by this afternoon
and continue to rise to near 15.5 feet by after midnight
tonight.The river will fall below flood stage by tomorrow evening.
* Impact...At 16.0 feet...Flooding impacts low lying areas along the
Connecticut River from the Massachusetts towns of Agawam and
Longmeadow, through the northern Connecticut towns of Suffield and
Enfield.",2019-04-18 04:00:00,Flood Warning,Flood Warning issued April 16 at 1:39PM EDT until April 18 at 12:00AM EDT by NWS Boston/Norton MA,Update,"Hampden, MA; Hartford, CT",NWS Boston/Norton MA,2019-04-16 17:39:00,Severe,Immediate
167,Met,"Connecticut River At Montague affecting Franklin and Hampshire
Counties
Connecticut River At Northampton affecting Hampden and Hampshire
Counties
Connecticut River At Thompsonville affecting Hartford and Hampden
Counties
Connecticut River At Middle Haddam affecting Middlesex County

...The Flood Warning continues for the following rivers in
Connecticut...
Connecticut River At Hartford affecting Hartford and Middlesex
Counties

The combination of recent heavy rainfall and snow melt across the
upper reaches of the Connecticut River basin have caused river gauge
readings along the lower Connecticut River to reach and exceed flood
stage levels.
The Flood Warning continues for
The Connecticut River At Montague.
* until late tonight...or until the warning is cancelled.
* At 12:46 PM Tuesday the stage was 28.5 feet.
* Flood stage is 28.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue rising to near 28.5 feet by this
afternoon. The river will fall below flood stage tonight.
* Impact...At 29.0 feet...Flooding of low lying areas is expected
primarily from Montague downstream through Sunderland and Whately.",2019-04-17 07:42:00,Flood Warning,Flood Warning issued April 16 at 1:39PM EDT until April 17 at 3:42AM EDT by NWS Boston/Norton MA,Update,"Franklin, MA; Hampshire, MA",NWS Boston/Norton MA,2019-04-16 17:39:00,Severe,Immediate
155,Met,The Gale Warning has been cancelled and is no longer in effect.,2019-04-16 20:00:00,Gale Warning,The Gale Warning has been cancelled.,Cancel,Coastal waters from Provincetown MA to Chatham MA to Nantucket MA out 20 nm; Coastal waters east of Ipswich Bay and the Stellwagen Bank National Marine Sanctuary; Coastal Waters extending out to 25 nm South of Marthas Vineyard and Nantucket,NWS Boston/Norton MA,2019-04-16 17:42:00,Minor,Past
156,Met,"* WINDS AND SEAS...West winds 10 to 20 kt with gusts up to 30
kt. Seas 3 to 6 feet.",2019-04-17 03:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 1:42PM EDT until April 16 at 11:00PM EDT by NWS Boston/Norton MA,Update,Block Island Sound; Rhode Island Sound,NWS Boston/Norton MA,2019-04-16 17:42:00,Minor,Expected
157,Met,"The National Weather Service in Boston/Norton has issued a Small
Craft Advisory, which is in effect until 10 AM EDT Wednesday. The
Gale Warning has been cancelled.

* WINDS AND SEAS...Northwest winds 15 to 25 kt with gusts up to 30
kt. Seas 5 to 8 feet.",2019-04-17 14:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 1:42PM EDT until April 17 at 10:00AM EDT by NWS Boston/Norton MA,Alert,Coastal waters from Provincetown MA to Chatham MA to Nantucket MA out 20 nm; Coastal waters east of Ipswich Bay and the Stellwagen Bank National Marine Sanctuary; Coastal Waters extending out to 25 nm South of Marthas Vineyard and Nantucket,NWS Boston/Norton MA,2019-04-16 17:42:00,Minor,Expected
158,Met,"* WINDS AND SEAS...West winds 10 to 20 kt with gusts up to 30
kt. Seas 2 to 3 feet.",2019-04-17 00:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 1:42PM EDT until April 16 at 8:00PM EDT by NWS Boston/Norton MA,Update,Massachusetts Bay and Ipswich Bay; Cape Cod Bay,NWS Boston/Norton MA,2019-04-16 17:42:00,Minor,Expected
159,Met,"* WINDS AND SEAS...Northwest winds 15 to 20 kt with gusts up to
30 kt. Waves Around 2 feet.",2019-04-17 00:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 1:42PM EDT until April 16 at 8:00PM EDT by NWS Boston/Norton MA,Update,Boston Harbor,NWS Boston/Norton MA,2019-04-16 17:42:00,Minor,Expected
160,Met,"* WINDS AND SEAS...West winds 15 to 25 kt with gusts up to 30
kt. Seas 5 to 8 feet.",2019-04-17 08:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 1:42PM EDT until April 17 at 4:00AM EDT by NWS Boston/Norton MA,Update,Coastal Waters from Montauk NY to Marthas Vineyard extending out to 20 nm South of Block Island,NWS Boston/Norton MA,2019-04-16 17:42:00,Minor,Expected
161,Met,"* WINDS AND SEAS...West winds 10 to 20 kt with gusts up to 30
kt. Seas 2 to 4 feet.",2019-04-17 00:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 1:42PM EDT until April 16 at 8:00PM EDT by NWS Boston/Norton MA,Update,Buzzards Bay; Nantucket Sound; Vineyard Sound,NWS Boston/Norton MA,2019-04-16 17:42:00,Minor,Expected
162,Met,"* WINDS AND SEAS...West winds 10 to 20 kt with gusts up to 30
kt. Waves 2 to 3 feet.",2019-04-17 00:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 1:42PM EDT until April 16 at 8:00PM EDT by NWS Boston/Norton MA,Update,Narragansett Bay,NWS Boston/Norton MA,2019-04-16 17:42:00,Minor,Expected
21,Met,The Small Craft Advisory has been cancelled and is no longer in effect.,2019-04-17 00:00:00,Small Craft Advisory,The Small Craft Advisory has been cancelled.,Cancel,Boston Harbor; Buzzards Bay; Nantucket Sound; Massachusetts Bay and Ipswich Bay; Vineyard Sound; Cape Cod Bay; Narragansett Bay,NWS Boston/Norton MA,2019-04-16 23:34:00,Minor,Past
22,Met,The Small Craft Advisory has been cancelled and is no longer in effect.,2019-04-17 03:00:00,Small Craft Advisory,The Small Craft Advisory has been cancelled.,Cancel,Block Island Sound; Rhode Island Sound,NWS Boston/Norton MA,2019-04-16 23:34:00,Minor,Past
23,Met,"* WINDS AND SEAS...Northwest winds 10 to 15 kt with gusts up to
25 kt. Seas 3 to 6 feet.",2019-04-17 14:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 7:34PM EDT until April 17 at 10:00AM EDT by NWS Boston/Norton MA,Update,Coastal waters from Provincetown MA to Chatham MA to Nantucket MA out 20 nm; Coastal waters east of Ipswich Bay and the Stellwagen Bank National Marine Sanctuary; Coastal Waters extending out to 25 nm South of Marthas Vineyard and Nantucket,NWS Boston/Norton MA,2019-04-16 23:34:00,Minor,Expected
24,Met,"* WINDS AND SEAS...Northwest winds 10 to 15 kt with gusts up to
20 kt. Seas 3 to 6 feet.",2019-04-17 08:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 7:34PM EDT until April 17 at 4:00AM EDT by NWS Boston/Norton MA,Update,Coastal Waters from Montauk NY to Marthas Vineyard extending out to 20 nm South of Block Island,NWS Boston/Norton MA,2019-04-16 23:34:00,Minor,Expected
462,Met,"Surface high pressure across the northern Gulf combined with
lower pressure inland will support a tighter pressure gradient,
stronger southeast to south winds, and elevated seas today through
late Wednesday.
* WINDS...Southeast 20 to 25 knots.",2019-04-16 23:00:00,Small Craft Advisory for Winds,Small Craft Advisory for Winds issued April 16 at 9:22AM CDT until April 16 at 6:00PM CDT by NWS Brownsville TX,Update,Laguna Madre From 5 nm North Of Port Mansfield To Baffin Bay TX; Laguna Madre From the Port Of Brownsville to the Arroyo Colorado; Laguna Madre From The Arroyo Colorado To 5 NM North Of Port Mansfield TX,NWS Brownsville TX,2019-04-16 14:38:43,Minor,Expected
456,Met,"Surface high pressure across the northern Gulf combined with
lower pressure inland will support a tighter pressure gradient,
stronger southeast to south winds, and elevated seas today through
late Wednesday.
* WINDS...Southeast winds around 20 knots.

* WAVES/SEAS...5 to 7 feet.",2019-04-16 23:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 9:22AM CDT until April 16 at 6:00PM CDT by NWS Brownsville TX,Update,Waters from Port Mansfield TX to the Rio Grande River from 20 to 60 NM; Waters from Baffin Bay to Port Mansfield TX from 20 to 60 NM; Coastal waters from Baffin Bay to Port Mansfield TX out 20 NM; Coastal waters from Port Mansfield TX to the Rio Grande River out 20 NM,NWS Brownsville TX,2019-04-16 14:38:44,Minor,Expected
75,Met,The Small Craft Advisory has been cancelled and is no longer in effect.,2019-04-16 23:00:00,Small Craft Advisory,The Small Craft Advisory has been cancelled.,Cancel,Waters from Port Mansfield TX to the Rio Grande River from 20 to 60 NM; Waters from Baffin Bay to Port Mansfield TX from 20 to 60 NM; Coastal waters from Baffin Bay to Port Mansfield TX out 20 NM; Coastal waters from Port Mansfield TX to the Rio Grande River out 20 NM,NWS Brownsville TX,2019-04-16 21:01:00,Minor,Past
76,Met,"Surface high pressure across the northern Gulf combined with
lower pressure inland will support a tighter pressure gradient,
stronger southeast to south winds, and elevated seas today
through late Wednesday.
* WINDS...Southeast around 20 knots.",2019-04-16 23:00:00,Small Craft Advisory for Winds,Small Craft Advisory for Winds issued April 16 at 4:01PM CDT until April 16 at 6:00PM CDT by NWS Brownsville TX,Update,Laguna Madre From 5 nm North Of Port Mansfield To Baffin Bay TX; Laguna Madre From the Port Of Brownsville to the Arroyo Colorado; Laguna Madre From The Arroyo Colorado To 5 NM North Of Port Mansfield TX,NWS Brownsville TX,2019-04-16 21:01:00,Minor,Expected
179,Met,"Winooski River At Essex Junction

...The Flood Warning continues for the following rivers in Vermont...

Otter Creek At Center Rutland

Barton River At Coventry
The Flood Warning continues for
The Barton River At Coventry.
* At 12:30 PM Tuesday the stage was 8.5 feet.
* Flood stage is 8.0 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast...The river will continue rising to near 8.5 feet by
Tuesday afternoon. The river will fall below flood stage early
Wednesday.
* Impact...At 8.0 feet...Maple Street and River Road between Orleans
and Coventry Station will flood. There will be extensive field and
lowland flooding.",2019-04-17 15:34:00,Flood Warning,Flood Warning issued April 16 at 12:45PM EDT until April 17 at 11:34AM EDT by NWS Burlington VT,Update,"Orleans, VT",NWS Burlington VT,2019-04-16 16:45:00,Severe,Immediate
180,Met,The Flood Warning has been cancelled and is no longer in effect.,2019-04-16 19:15:00,Flood Warning,The Flood Warning has been cancelled.,Cancel,"Chittenden, VT",NWS Burlington VT,2019-04-16 16:45:00,Minor,Past
181,Met,"Winooski River At Essex Junction

...The Flood Warning continues for the following rivers in Vermont...

Otter Creek At Center Rutland

Barton River At Coventry
The Flood Warning continues for
The Otter Creek At Center Rutland.
* At 11:45 AM Tuesday the stage was 10.6 feet.
* Flood stage is 8.0 feet.
* Moderate flooding is occurring and Moderate flooding is forecast.
* Forecast...The river will continue to fall to below flood stage by
late Wednesday morning.
* Impact...At 11.0 feet...Water will come near homes and businesses in
Rutland along Otter Creek on Dorr Drive and Park Street, and along
the confluence of Otter Creek and the Clarendon River at West
Proctor Road and Rte 4. Low lying roads in Clarendon and
Wallingford will flood. Downstream in Proctor and Pittsford,
numerous roads will be inundated, and Route 73 west of Brandon will
flood. Route 7 may be threatened by tributaries to Otter Creek in
Rutland County.",2019-04-17 21:36:00,Flood Warning,Flood Warning issued April 16 at 12:45PM EDT until April 17 at 5:36PM EDT by NWS Burlington VT,Update,"Rutland, VT",NWS Burlington VT,2019-04-16 16:45:00,Severe,Immediate
467,Met,"The National Weather Service in Caribou Maine has issued a

* Small Stream Flood Advisory for...
Snowmelt in...
East central Aroostook County in northern Maine...

* Until 1015 PM EDT Tuesday.

* At 1020 AM EDT, emergency management reported snowmelt causing
small stream flooding in Island Falls.  MDOT has closed Route 2 in
Island Falls at the Dyer Brook bridge due to flooding caused by
ice and snowmelt.

* Some locations that will experience flooding include...
Island Falls.",2019-04-17 02:15:00,Flood Advisory,Flood Advisory issued April 16 at 10:22AM EDT until April 16 at 10:15PM EDT by NWS Caribou ME,Alert,"Aroostook, ME",NWS Caribou ME,2019-04-16 14:38:40,Minor,Expected
463,Met,"* WINDS AND SEAS...Northwest winds 15 to 25 kt with a few gusts up
to 35 kt. Seas 5 to 9 feet.",2019-04-17 12:00:00,Small Craft Advisory,Small Craft Advisory issued April 16 at 10:20AM EDT until April 17 at 8:00AM EDT by NWS Caribou ME,Update,"Coastal Waters from Schoodic Point, ME to Stonington, ME out 25 NM; Intra Coastal Waters from Schoodic Point, ME to Stonington, ME; Coastal Waters from Eastport, ME to Schoodic Point, ME out 25 NM",NWS Caribou ME,2019-04-16 14:38:43,Minor,Expected
440,Met,"Recent warm temperatures have caused increased snowmelt and
weakened the remaining river ice across northern Maine. Rivers
will continue to rise over the next 12 to 24 hours due to the
recent snowmelt and rain in the Flood Watch area. Small river
flooding is expected to bring localized impacts to the region
today. Smaller rivers will crest this morning and begin to trend
down tonight into Wednesday. River ice will continue to move on
the Aroostook and Saint John River systems over the next 24 hours.
Ice jam flooding could be possible, especially in areas that had
pre-existing ice jams from this past winter.
The Flood Watch continues for

* A portion of Far Northern Maine, including the following
areas, Northeast Aroostook and Northwest Aroostook.

* Through late tonight.

* Snowmelt may lead to ice jam flooding along the Saint John and
Aroostook Rivers. The highest threat areas for flooding will be
in regions that have pre-existing ice jams from this past
winter.

* A second flood threat will be small stream flooding with many
small streams already at or near bankfull. This could lead to
flooding in lowland areas bordering the streams. Low lying
roads and small stream crossings could become impassable due
to flooding. Never drive into a flooded road, turn around
don't drown. Small streams and rivers will crest this morning
and begin to trend down over the next day.",2019-04-17 06:00:00,Flood Watch,Flood Watch issued April 16 at 10:31AM EDT until April 17 at 2:00AM EDT by NWS Caribou ME,Update,Northwest Aroostook; Northeast Aroostook,NWS Caribou ME,2019-04-16 14:38:47,Severe,Future
